"","other","acetobacteraceae","bradyrhizobiaceae","caulobacteraceae","comamonadaceae","hyphomicrobiaceae","mycobacteriaceae","oxalobacteraceae","rhodospirillaceae","sphingomonadaceae","xanthomonadaceae"
"X24_cp316",0.936531665181224,0.00250456179441474,0.00695429738562092,0.0042544578134284,0.0111290493166964,0.017678660130719,0.00087965834818776,0.000929655377302436,0.00852920380273322,0.00632933452168746,0.00427945632798574
"X24_cp253",0.903158648247178,0.00120463903743316,0.011029055258467,0.00177960487225193,0.0138538874034462,0.0289779887106358,0.00150462121212121,0.00252956030897207,0.00795423796791444,0.0215784284016637,0.00642932857991682
"X24_cp318",0.929357091503268,0.00515440433749257,0.0068793018419489,0.00330451426024955,0.00947914735591206,0.0196285442661913,0.00227957516339869,0.0011046449792038,0.0100541131907308,0.0079292394533571,0.00482942364824718
"X24_cp257",0.914082999108734,0.000679670231729055,0.00630433600713013,0.00327951574569222,0.0150788146167558,0.0204784937611408,0.0016296137849079,0.00180460338680927,0.0100291146761735,0.0169787017231135,0.00965413695781343
"X24_cp309",0.938006577540107,0.000854659833630422,0.0040544696969697,0.00127963458110517,0.0129539408793821,0.0190785769459299,0.00197959298871064,0.000529679144385027,0.00895417855020796,0.00742926916221034,0.00487942067736185
"X24_cp254",0.898608918597742,0.00435445187165775,0.00755426173499703,0.00325451723113488,0.010729073083779,0.0368775193107546,0.000579676173499703,0.00210458556149733,0.017903646761735,0.0102541013071895,0.00777924836601307
"X24_cp332",0.924032407902555,0.00137962863933452,0.00360449643493761,0.00175460635769459,0.00775424985145573,0.0296529486036839,0.00197959298871064,0.00107964646464646,0.0126289601901367,0.0114790285204991,0.00465443404634581
"X24_cp305",0.918657727272727,0.00120463903743316,0.00472942959001783,0.00245456476530006,0.0114290314913844,0.0246282471776589,0.00127963458110517,0.000829661319073084,0.010954059714795,0.0176286631016043,0.00620434194890077
"X24_cp327",0.921157578728461,0.0053043954248366,0.00675430926916221,0.00430445484254308,0.0178536497326203,0.0140538755199049,0.000329691027926322,0.00415446375519905,0.0173286809269162,0.00340450831847891,0.00535439245395128
"X24_cp262",0.931281977124183,0.00132963161021985,0.00250456179441474,0.00177960487225193,0.0116790166369578,0.0225783689839572,0.00047968211527035,0.000704668746286393,0.0153787967914439,0.00797923648247178,0.00430445484254308
"X24_cp263",0.923257453951277,0.00210458556149733,0.00627933749257279,0.00302953060011884,0.0120539943553179,0.0212784462269756,0.00205458853238265,0.0011046449792038,0.00965413695781343,0.0136289007724302,0.00555438057040998
"X24_cp261",0.91900770647653,0.00205458853238265,0.00317952168746286,0.00200459150326797,0.0103040983363042,0.0252782085561497,0.000579676173499703,0.000804662804515746,0.0173786779560309,0.0132539230540701,0.0061543449197861
"X24_cp296",0.936206684491979,0.00152961972667855,0.0019545944741533,0.00160461527035056,0.016128752228164,0.0184036170528818,0.000304692513368984,0.00105464795008913,0.0101291087344029,0.00870419340463458,0.00397947415329768
"X24_cp258",0.914582969399881,0.00540438948306595,0.00602935234699941,0.00262955436720143,0.0086541963755199,0.0336777094474153,0.0011046449792038,0.000779664289958408,0.014203866607249,0.00900417557932264,0.00392947712418301
"X24_cp237",0.927282214795009,0.00367949197860963,0.00677930778371955,0.000704668746286393,0.00327951574569222,0.0316028327391563,0.00202959001782531,0.00145462418300654,0.00937915329768271,0.00465443404634581,0.00915416666666666
"X24_cp238",0.915782898098633,0.00172960784313725,0.00655432115270351,0.00192959595959596,0.00892918003565062,0.0330027495543672,0.00197959298871064,0.00440444890077243,0.0136039022578728,0.00797923648247178,0.00410446672608437
"X24_cp304",0.924507379679144,0.00465443404634581,0.00722928104575163,0.00302953060011884,0.00710428847296494,0.0260781610219846,0.000854659833630422,0.00140462715389186,0.0128539468211527,0.00805423202614379,0.00422945929887106
"X24_cp252",0.863835984848485,0.00280454396910279,0.0051044073083779,0.00630433600713013,0.0335277183600713,0.017828651218063,0.00145462418300654,0.00577936720142602,0.0125289661319073,0.0338526990493167,0.0169787017231135
"X24_cp239",0.898183943850267,0.00387948009506833,0.00925416072489602,0.00390447860962567,0.0142288651218063,0.014578844325609,0.00220457961972668,0.00380448455139632,0.0045794385026738,0.04067729352347,0.00470443107546049
"X24_cp326",0.935456729055258,0.00175460635769459,0.00427945632798574,0.00312952465834819,0.0143038606654783,0.0135289067142008,0.00222957813428402,0.00117964052287582,0.0077292513368984,0.0093041577540107,0.00710428847296494
"X24_cp246",0.926157281639929,0.0087791889483066,0.00900417557932264,0.00677930778371955,0.00620434194890077,0.0184786125965538,0.00112964349376114,0.000579676173499703,0.0105790819964349,0.00620434194890077,0.00610434789067142
"X24_cp259",0.944881169043375,0.0024795632798574,0.00290453802733215,0.00205458853238265,0.0150788146167558,0.014278862150921,0.00047968211527035,0.000529679144385027,0.00850420528817588,0.00532939393939394,0.00347950386215092
"X24_cp236",0.913108057040998,0.00827921865715983,0.00647932560903149,0.00515440433749257,0.0072042825311943,0.0204034982174688,0.0014296256684492,0.00287953951277481,0.0163037418300654,0.0110790522875817,0.00767925430778372
"X24_cp325",0.924857358882947,0.00187959893048128,0.00680430629827689,0.00262955436720143,0.00995411913250149,0.0216284254307784,0.00212958407605466,0.00270454991087344,0.00767925430778372,0.0147288354129531,0.00500441325014854
"X24_cp310",0.931331974153298,0.00545438651218063,0.00977912953060012,0.00340450831847891,0.00120463903743316,0.0123789750445633,0.00317952168746286,0.00430445484254308,0.00782924539512775,0.019903527926322,0.00122963755199049
