"","other","Mortierella","Solicoccozyma","Saitozyma","Umbelopsis","Russula","Trichoderma","Penicillium","Cortinarius","Inocybe","Sebacina","Lactarius","Cladophialophora","Tomentella","Mycena","Cenococcum"
"TALL_002-O-10-34-20140708",0.731299212598425,0.0216535433070866,0.00295275590551181,0.000984251968503937,0.0797244094488189,0.015748031496063,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00295275590551181,0.12992125984252,0.00196850393700787,0.000984251968503937,0.00688976377952756,0.000984251968503937,0.000984251968503937
"TALL_003-M-24-40-20140707",0.857283464566929,0.00885826771653543,0.000984251968503937,0.000984251968503937,0.0216535433070866,0.00295275590551181,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.077755905511811,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.0108267716535433,0.0108267716535433,0.000984251968503937
"TALL_003-M-33-2-20140707",0.696850393700787,0.0137795275590551,0.00196850393700787,0.000984251968503937,0.123031496062992,0.0403543307086614,0.00295275590551181,0.000984251968503937,0.00295275590551181,0.000984251968503937,0.0137795275590551,0.0403543307086614,0.000984251968503937,0.0561023622047244,0.00295275590551181,0.000984251968503937
"TALL_003-M-6-5-20140707",0.624015748031496,0.0187007874015748,0.000984251968503937,0.000984251968503937,0.0718503937007874,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.251968503937008,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0226377952755906,0.000984251968503937,0.000984251968503937
"TALL_003-O-24-40-20140707",0.785433070866142,0.00492125984251968,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0501968503937008,0.000984251968503937,0.137795275590551,0.0078740157480315,0.000984251968503937
"TALL_004-M-0-13-20140804",0.795275590551181,0.0137795275590551,0.000984251968503937,0.000984251968503937,0.170275590551181,0.00492125984251968,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00492125984251968,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_004-M-14-17-20140708",0.785433070866142,0.0236220472440945,0.000984251968503937,0.000984251968503937,0.062007874015748,0.0501968503937008,0.000984251968503937,0.000984251968503937,0.0679133858267717,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_004-M-14-6-20140804",0.431102362204724,0.0255905511811024,0.000984251968503937,0.000984251968503937,0.111220472440945,0.25492125984252,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.110236220472441,0.000984251968503937,0.046259842519685,0.000984251968503937,0.00196850393700787,0.00688976377952756,0.00393700787401575
"TALL_004-M-24-15-20140708",0.704724409448819,0.00688976377952756,0.000984251968503937,0.000984251968503937,0.0364173228346457,0.0718503937007874,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.148622047244095,0.000984251968503937,0.00492125984251968,0.000984251968503937,0.0177165354330709,0.000984251968503937,0.000984251968503937
"TALL_004-M-28-3-20140804",0.153543307086614,0.0177165354330709,0.000984251968503937,0.000984251968503937,0.0541338582677165,0.707677165354331,0.000984251968503937,0.000984251968503937,0.0531496062992126,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_004-M-33-11-20140708",0.593503937007874,0.0206692913385827,0.000984251968503937,0.000984251968503937,0.22244094488189,0.125,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0177165354330709,0.000984251968503937,0.0108267716535433,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_006-M-0-30-20140707",0.369094488188976,0.0206692913385827,0.000984251968503937,0.000984251968503937,0.0797244094488189,0.515748031496063,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.000984251968503937
"TALL_006-M-13-32-20140804",0.909448818897638,0.00885826771653543,0.000984251968503937,0.000984251968503937,0.0334645669291339,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.031496062992126,0.000984251968503937,0.00590551181102362,0.000984251968503937,0.000984251968503937
"TALL_006-M-16-7-20140707",0.75492125984252,0.0167322834645669,0.000984251968503937,0.000984251968503937,0.0324803149606299,0.0127952755905512,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00688976377952756,0.031496062992126,0.108267716535433,0.000984251968503937,0.0285433070866142,0.000984251968503937,0.000984251968503937
"TALL_006-M-23-38-20140707",0.457677165354331,0.0423228346456693,0.000984251968503937,0.000984251968503937,0.0649606299212598,0.244094488188976,0.000984251968503937,0.000984251968503937,0.0728346456692913,0.0196850393700787,0.000984251968503937,0.0570866141732283,0.000984251968503937,0.0334645669291339,0.000984251968503937,0.000984251968503937
"TALL_006-M-30-27-20140804",0.77755905511811,0.046259842519685,0.000984251968503937,0.000984251968503937,0.102362204724409,0.015748031496063,0.000984251968503937,0.000984251968503937,0.0344488188976378,0.00492125984251968,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00984251968503937
"TALL_007-M-2-0-20140708",0.56003937007874,0.030511811023622,0.000984251968503937,0.000984251968503937,0.0403543307086614,0.0649606299212598,0.000984251968503937,0.000984251968503937,0.0570866141732283,0.0856299212598425,0.0127952755905512,0.0974409448818898,0.00196850393700787,0.0433070866141732,0.000984251968503937,0.000984251968503937
"TALL_007-M-39-30-20140708",0.843503937007874,0.0501968503937008,0.000984251968503937,0.000984251968503937,0.00590551181102362,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0187007874015748,0.000984251968503937,0.0127952755905512,0.0403543307086614,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0196850393700787
"TALL_007-M-8-11-20140708",0.334645669291339,0.0187007874015748,0.00196850393700787,0.000984251968503937,0.0383858267716535,0.0541338582677165,0.000984251968503937,0.000984251968503937,0.0196850393700787,0.193897637795276,0.000984251968503937,0.326771653543307,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.00196850393700787
"TALL_009-M-3-37-20140707",0.599409448818898,0.0482283464566929,0.000984251968503937,0.000984251968503937,0.0521653543307087,0.142716535433071,0.00295275590551181,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0078740157480315,0.0541338582677165,0.00196850393700787,0.0797244094488189,0.000984251968503937,0.00492125984251968
"TALL_009-M-36-16-20140707",0.563976377952756,0.0118110236220472,0.00196850393700787,0.000984251968503937,0.046259842519685,0.357283464566929,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00885826771653543,0.000984251968503937,0.000984251968503937
"TALL_009-M-6-12-20140707",0.375984251968504,0.0442913385826772,0.00196850393700787,0.000984251968503937,0.030511811023622,0.158464566929134,0.000984251968503937,0.000984251968503937,0.0127952755905512,0.312992125984252,0.0393700787401575,0.00393700787401575,0.000984251968503937,0.0118110236220472,0.000984251968503937,0.00295275590551181
