"";"other";"acidimicrobiales";"bacillales";"burkholderiales";"caulobacterales";"myxococcales";"rhizobiales";"rhodospirillales";"solirubrobacterales";"sphingomonadales";"xanthomonadales"
"ORNL_029-O-9-2-20140714";0.884454200758332;0.00199560965875075;0.00139692676112552;0.00878068249850329;0.0015964877270006;0.0405108760726402;0.0233486330073838;0.0171622430652564;0.000997804829375374;0.0047894631810018;0.0149670724406306
"ORNL_031-O-11-3-20140714";0.829974057074436;0.00359209738575135;0.00818199960087807;0.0139692676112552;0.00279385352225105;0.0510876072640192;0.0405108760726402;0.00898024346437837;0.00658551187387747;0.0141688285771303;0.0201556575533826
"ORNL_037-O-4-23-20140715";0.768708840550788;0.000598682897625224;0.00119736579525045;0.0273398523248853;0.00738375573737777;0.00698463380562762;0.0638595090800239;0.0584713630013969;0.00279385352225105;0.0047894631810018;0.0578726801037717
"ORNL_043-O-2-27-20140715";0.769906206346039;0.000598682897625224;0.000199560965875075;0.0375174615845141;0.00838156056675314;0.0101776092596288;0.0874077030532828;0.0482937537417681;0.00439034124925165;0.00119736579525045;0.031929754540012
"OSBS_001-M-17-34-20140701";0.839752544402315;0.00199560965875075;0.0063859509080024;0.0327279984035123;0.00179604869287567;0.00758331670325284;0.0554779485132708;0.0375174615845141;0.00299341448812612;0.000199560965875075;0.0135701456795051
"OSBS_001-M-17-34-20140818";0.829574935142686;0.00219517062462582;0.00439034124925165;0.0047894631810018;0.00339253641987627;0.0119736579525045;0.0710437038515266;0.0451007782877669;0.00219517062462582;0.000199560965875075;0.0251446817002594
"OSBS_001-M-26-3-20140701";0.8662941528637;0.00139692676112552;0.0031929754540012;0.00698463380562762;0.00139692676112552;0.010576731191379;0.0514867291957693;0.0339253641987627;0.0031929754540012;0.000598682897625224;0.0209539014168829
"OSBS_001-M-26-3-20140818";0.817401716224307;0.00299341448812612;0.0015964877270006;0.00618638994212732;0.00299341448812612;0.00977848732787867;0.0758331670325284;0.0456994611853921;0.00458990221512672;0.000598682897625224;0.0323288764717621
"OSBS_001-M-29-2-20140701";0.844741568549192;0.00179604869287567;0.00219517062462582;0.00798243863500299;0.0015964877270006;0.0125723408501297;0.0504889243663939;0.042706046697266;0.0015964877270006;0.000199560965875075;0.0341249251646378
"OSBS_001-M-29-2-20140818";0.842546397924566;0.00419078028337657;0.00858112153262822;0.00658551187387747;0.00199560965875075;0.0129714627818799;0.0538814607862702;0.0395130712432648;0.0023947315905009;0.000199560965875075;0.0271402913590102
"OSBS_002-M-12-7-20140701";0.836360007982439;0.00379165835162642;0.0031929754540012;0.0147675114747555;0.00139692676112552;0.0113749750548793;0.0407104370385153;0.0502893634005189;0.00538814607862702;0.00119736579525045;0.0315306326082618
"OSBS_002-M-12-7-20140818";0.827579325483935;0.00299341448812612;0.0047894631810018;0.0153661943723808;0.00219517062462582;0.0261424865296348;0.0413091199361405;0.0476950708441429;0.00538814607862702;0.00119736579525045;0.0253442426661345
"OSBS_002-M-35-24-20140701";0.809020155657553;0.00219517062462582;0.0127719018160048;0.0175613649970066;0.00299341448812612;0.00718419477150269;0.0654559968070245;0.0546797046497705;0.00718419477150269;0.000199560965875075;0.0207543404510078
