"";"other";"acidimicrobiia";"actinobacteria";"alphaproteobacteria";"bacilli";"betaproteobacteria";"deltaproteobacteria";"gammaproteobacteria";"gemmatimonadetes";"nitrospira";"thermoleophilia"
"OSBS_003-M-17-9-20140818";0.470037826101439;0.0173501842179082;0.0654369622346297;0.22609474994915;0.018966625827113;0.0405858369958699;0.0403593603509934;0.0622964059723606;0.0145843963300816;0.0047699593053777;0.0395176927150768
"OSBS_003-M-29-37-20140701";0.469352124971167;0.0174610654482719;0.065395632760343;0.225629026141525;0.0190590780964263;0.0409837996793583;0.0406963656507611;0.0623387665768584;0.014626166647914;0.00484846479715881;0.0396095092302159
"OSBS_003-M-29-37-20140818";0.469850347808415;0.0173746368252048;0.0654732635827686;0.226073544538302;0.0189576193165215;0.0406855870790708;0.0404137400641876;0.0623206886021029;0.0145743046386361;0.00478498731960314;0.0394912802251881
"OSBS_003-M-9-11-20140701";0.469716661391663;0.0174159905137358;0.065428299848144;0.226075426577746;0.0189711984905722;0.0407203357304286;0.0404385754828909;0.0624031275891849;0.0145739471802551;0.00479001578168071;0.0394664214136984
"OSBS_003-M-9-11-20140818";0.466631688753749;0.017828336659078;0.0649914582453987;0.223923977500316;0.0196484119501804;0.0427779626789203;0.0421299605141744;0.0621047499765496;0.014759236371329;0.00516384123080577;0.0400403761194989
"OSBS_022-M-15-33-20140701";0.486844387403805;0.0128918401300218;0.060007860763539;0.227737058438144;0.0162940300126492;0.0371590242136214;0.0331759270455696;0.0731428464860269;0.0166414366099729;0.00361618904066639;0.0324893998559847
"OSBS_022-M-21-39-20140701";0.48905485408913;0.0126924654121271;0.0603576945997142;0.229245076070323;0.015887679123527;0.0354945579646977;0.032082021499766;0.0731551806133246;0.0163930216572152;0.00337105388030373;0.0322663950898713
"OSBS_022-M-2-33-20140701";0.486859763219023;0.0129285691617024;0.0600212835229706;0.227740266779878;0.0163645644913831;0.0371223714231329;0.0332180732612159;0.0730334851001929;0.0165920720373204;0.00361340996902716;0.0325061410341537
"SCBI_002-M-1-6-20140715";0.39844577703575;0.0482686858338245;0.0950583132692208;0.215236369406838;0.0183480138804547;0.0394596831575301;0.0551774467302647;0.0387259785584806;0.00900046634704756;0.00774939077996281;0.0745298750006258
"SCBI_002-M-26-3-20140618";0.397037038363126;0.0487178013739554;0.0948310591358729;0.214181315970814;0.0186114815013055;0.0401949639830863;0.0560073546558181;0.0385785579130977;0.00903549773107148;0.00797603225205271;0.0748288971198004
"SCBI_002-M-7-5-20140715";0.400715242252554;0.0476044274553941;0.0957038988512638;0.21680564479011;0.0179647162082951;0.0382671232684854;0.053794498430456;0.038872050856875;0.00893923124321388;0.00736624788126868;0.0739669187620847
"SCBI_002-M-9-17-20140715";0.39663398159829;0.0488205428727615;0.0947319444434123;0.213903093593857;0.0186451471889528;0.0404117013983021;0.0562413519522611;0.0386102236767366;0.00904645735703403;0.00803313204963124;0.0749224238687611
"SCBI_003-M-11-0-20140715";0.427312039121695;0.0314092473962205;0.0778834780333306;0.21272731035735;0.0176694101020332;0.0492791711724826;0.0515497660269773;0.0548095021762684;0.0134697462507279;0.00765922973197854;0.0562310996309361
"SCBI_003-M-13-6-20140618";0.423841333438867;0.0320461353528415;0.0772760006412259;0.210478712421301;0.0182570572379923;0.0514653741611134;0.0534482636466759;0.0544591765130428;0.0136194997120014;0.00819114149158722;0.0569173053833517
"SCBI_003-M-27-36-20140715";0.425571624050823;0.031697277293083;0.0775721872431067;0.211622590378172;0.0179917166968337;0.0503364308184477;0.0525105590119921;0.0546308847215753;0.0135454186029419;0.00791481429509911;0.0566064968879257
"SCBI_003-M-30-5-20140715";0.438539434546346;0.0291575950744579;0.0799523644906428;0.220043211067929;0.0158565249693457;0.0421746514312954;0.0453465414186143;0.0557571880969161;0.0130407234597711;0.00601413610228698;0.0541176293423957
"SCBI_003-M-35-24-20140618";0.418400108476901;0.0330339888620678;0.0762245284586871;0.207018138751405;0.0191461133239734;0.055035175203482;0.0564533471444236;0.0540029894301144;0.0137911777729028;0.00909446955214752;0.0577999630238953
"SCBI_003-M-5-26-20140618";0.41224055823866;0.0341093871878754;0.0750888602613182;0.203156012864913;0.0200718568967183;0.059168907283651;0.0598517319303988;0.0534852742332626;0.0140062487243459;0.0101770250165999;0.0586441373622571
"SCBI_006-M-15-7-20140827";0.402280162520441;0.0473254341359626;0.0963833828921222;0.218186602255828;0.0176565758747822;0.0370753174614803;0.0526626147972938;0.0387702042615165;0.00883640824172587;0.00706469523643661;0.0737586023224117
"SCBI_006-M-1-7-20140715";0.394794909176213;0.0495979720938906;0.0947619068958719;0.213035179056125;0.0188233996457958;0.0409036239725995;0.0569327684561711;0.0383326489616038;0.0090257958529682;0.00821924270758489;0.0755725531811758
"SCBI_006-M-17-9-20140618";0.395332199831085;0.0493852334485665;0.0948497511159848;0.213470728911534;0.0187198642521774;0.0406337168154401;0.0566429811176756;0.0383830875450136;0.00900654683829132;0.00814279692174797;0.0754330932024842
"SCBI_006-M-27-2-20140715";0.395185063700749;0.0495006729677161;0.0947552745492273;0.213356421644743;0.0187485517511743;0.0407068014894495;0.0567620514034211;0.0383892483253779;0.00900407800964981;0.00818564552621462;0.0754061906322775
"SCBI_006-M-29-37-20140618";0.399716328821596;0.0480900610553956;0.0958075376910828;0.216427938554029;0.0180768356689702;0.038412660232211;0.0541401630896577;0.0386356731318469;0.00888963444269523;0.00746334205546769;0.0743398252570479
"SCBI_006-M-3-26-20140715";0.401105765642101;0.0476621619474224;0.0961564357438004;0.217459107652147;0.0178407614862879;0.0376681489790859;0.0533018977003368;0.0387038847847406;0.00885668784750721;0.00723221983050572;0.0740129283860649
"SCBI_006-M-33-11-20140826";0.401384064816567;0.0475271724798341;0.0961399139153369;0.217596252374603;0.0178116267350148;0.0375686242305599;0.0531879808686571;0.0386764411304957;0.00885895031778548;0.0072004438778294;0.0740485292533171
"SCBI_006-M-4-7-20140826";0.401793103159849;0.0474782293909752;0.0963756831808861;0.217834759125429;0.0176863356406183;0.0372997128819083;0.0528296953696097;0.0387847517566969;0.00885187429231124;0.00713991277310907;0.0739259424286069
"SCBI_006-M-9-11-20140618";0.40062371627757;0.047872877085849;0.0962414491960432;0.21705829152774;0.0177965085378334;0.0378162664694062;0.0534415066951356;0.0387384678984685;0.00888119606215194;0.00729642746955806;0.0742332927802446
"SCBI_012-M-0-30-20140825";0.400389723940456;0.0479048911745905;0.096068064077772;0.216963293007236;0.0179429364022305;0.037970620553834;0.053695152846995;0.0386463335061665;0.0088651692374141;0.00733967655692713;0.0742141386963784
"SCBI_012-M-15-33-20140618";0.393203722515691;0.050050463589561;0.0943934087620853;0.212016259933675;0.0190916431455239;0.0417013893027341;0.057903448721115;0.0381778583639361;0.00906655754993152;0.00846886387341601;0.0759263842423306
"SCBI_012-M-16-7-20140825";0.398309943361223;0.0484723838295771;0.0955589480989903;0.21542537666597;0.0182877307650882;0.0390846027803366;0.0550079279338549;0.0384913317364032;0.00893282735528025;0.00768032635334181;0.0747486011199341
"SCBI_012-M-21-38-20140715";0.404558947526421;0.0466195264800007;0.0970266164067833;0.219822665295772;0.0172741670085295;0.0358580340975794;0.0512513430320898;0.0388520782242478;0.00877213287946699;0.00671105338867324;0.0732534356604366
"SCBI_012-M-21-39-20140618";0.395558689896244;0.0493274758751409;0.0949665619752396;0.213576862020932;0.018770179889051;0.0404032443323847;0.0565834094227186;0.0382158535129645;0.00900780232924682;0.00809420061106267;0.075495720135015
"SCBI_012-M-23-28-20140825";0.397797610936043;0.0486579010092217;0.0953836808027741;0.215119417048023;0.0183793363703708;0.0393841226031611;0.0552645237803745;0.0385003887143305;0.00895105550160617;0.0077429843889894;0.0748189788451058
"SCBI_012-M-2-33-20140618";0.395825415789132;0.0492178899037439;0.0949646347362697;0.213770796778089;0.0187261021104259;0.0403596266466428;0.0564238956882747;0.0383359228453251;0.00900475298680732;0.0080596926957692;0.0753112698195197
"SCBI_012-M-33-4-20140715";0.396009650110253;0.0491563837431339;0.0950093455409741;0.213864435705565;0.0187036848436028;0.0402654141391769;0.0563131142469067;0.0383545358742086;0.00899762571018723;0.0080423766266342;0.0752834334593575
"SCBI_033-M-36-16-20140826";0.398718021055384;0.0483680982359728;0.0956247223755523;0.215703073745467;0.0182122910787804;0.0389192387184386;0.0547571947720954;0.0385899135937282;0.00892210871551984;0.00761858404466547;0.0745667536643959
"SCBI_033-M-4-38-20140826";0.403904689057753;0.046807676209707;0.0968168325864016;0.219331312884014;0.0173467144591429;0.036273369829737;0.0516239954871002;0.0389125659926807;0.00879249009216516;0.00683233305570348;0.073358020345595
"SCBI_033-M-6-12-20140826";0.403509408822503;0.0469039358178924;0.0967920391320189;0.219096198360564;0.0173958659435808;0.0364297131953087;0.0518661589857458;0.0388957328847617;0.00880135459017404;0.00687968091678673;0.0734299113506631
