samples,latitude,longitude,depth_max,forest,map,map_sd,mat,mat_sd,map_CV,mat_CV,mdr,aridity,NPP,relEM,pH
ram_samp_1514,51.809327,-0.360631,10,0,0.694,0.04883607,9.408333346,1.217533693,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.6
ram_samp_1515,51.809327,-0.360631,10,0,0.694,0.048411936,9.408333346,1.252769632,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.32
ram_samp_1516,51.809327,-0.360631,10,0,0.694,0.047547455,9.408333346,1.246304013,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.45
ram_samp_1517,51.809327,-0.360631,10,0,0.694,0.050924606,9.408333346,1.271957336,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.12
ram_samp_1518,51.809327,-0.360631,10,0,0.694,0.046913691,9.408333346,1.262219229,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.59
ram_samp_1519,51.809327,-0.360631,10,0,0.694,0.047867241,9.408333346,1.283478183,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.12
ram_samp_1520,51.809327,-0.360631,10,0,0.694,0.048548888,9.408333346,1.270799505,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6
ram_samp_1521,51.809327,-0.360631,10,0,0.694,0.047595528,9.408333346,1.293569235,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.02
ram_samp_1522,51.809327,-0.360631,10,0,0.694,0.047683262,9.408333346,1.20938407,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.55
ram_samp_1523,51.809327,-0.360631,10,0,0.694,0.047738971,9.408333346,1.281367942,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.35
ram_samp_1524,51.809327,-0.360631,10,0,0.694,0.048785853,9.408333346,1.249790264,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.43
ram_samp_1525,51.809327,-0.360631,10,0,0.694,0.049149398,9.408333346,1.269199537,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.59
ram_samp_1526,51.809327,-0.360631,10,0,0.694,0.048947436,9.408333346,1.22504605,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.7
ram_samp_1527,51.809327,-0.360631,10,0,0.694,0.047676877,9.408333346,1.240795189,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.74
ram_samp_1528,51.809327,-0.360631,10,0,0.694,0.04726838,9.408333346,1.265182922,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.33
ram_samp_1529,51.809327,-0.360631,10,0,0.694,0.049958934,9.408333346,1.198112343,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.81
ram_samp_1530,51.809327,-0.360631,10,0,0.694,0.046840932,9.408333346,1.253197189,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.63
ram_samp_1531,51.809327,-0.360631,10,0,0.694,0.04880416,9.408333346,1.236203901,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,5.87
ram_samp_1532,51.809327,-0.360631,10,0,0.694,0.047626678,9.408333346,1.230791872,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.48
ram_samp_1533,51.809327,-0.360631,10,0,0.694,0.0474307,9.408333346,1.222967237,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.09
ram_samp_1534,51.809327,-0.360631,10,0,0.694,0.046396253,9.408333346,1.241708574,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.15
ram_samp_1535,51.809327,-0.360631,10,0,0.694,0.047649451,9.408333346,1.228105781,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.82
ram_samp_1536,51.809327,-0.360631,10,0,0.694,0.047720783,9.408333346,1.266582413,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.25
ram_samp_1537,51.809327,-0.360631,10,0,0.694,0.048676145,9.408333346,1.259709187,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.15
ram_samp_1538,51.809327,-0.360631,10,0,0.694,0.048031755,9.408333346,1.271029428,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.62
ram_samp_1539,51.809327,-0.360631,10,0,0.694,0.047304014,9.408333346,1.218634467,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7
ram_samp_1540,51.809327,-0.360631,10,0,0.694,0.047751295,9.408333346,1.27168587,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.72
ram_samp_1541,51.809327,-0.360631,10,0,0.694,0.049266755,9.408333346,1.226717145,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.44
ram_samp_1542,51.809327,-0.360631,10,0,0.694,0.047878987,9.408333346,1.253696088,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.49
ram_samp_1543,51.809327,-0.360631,10,0,0.694,0.048054443,9.408333346,1.19135278,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.91
ram_samp_1544,51.809327,-0.360631,10,0,0.694,0.047409767,9.408333346,1.223775813,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.55
ram_samp_1545,51.809327,-0.360631,10,0,0.694,0.04759806,9.408333346,1.303487239,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.89
ram_samp_1546,51.809327,-0.360631,10,0,0.694,0.048477632,9.408333346,1.222924475,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.94
ram_samp_1547,51.809327,-0.360631,10,0,0.694,0.04798594,9.408333346,1.304973413,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.27
ram_samp_1548,51.809327,-0.360631,10,0,0.694,0.049347813,9.408333346,1.249238853,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.23
ram_samp_1549,51.809327,-0.360631,10,0,0.694,0.046850426,9.408333346,1.247637736,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.05
ram_samp_1550,51.809327,-0.360631,10,0,0.694,0.04684946,9.408333346,1.281991744,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.1
ram_samp_1551,51.809327,-0.360631,10,0,0.694,0.048412235,9.408333346,1.217489448,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.15
ram_samp_1552,51.809327,-0.360631,10,0,0.694,0.048367325,9.408333346,1.240211063,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.53
ram_samp_1553,51.809327,-0.360631,10,0,0.694,0.047841674,9.408333346,1.299765871,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.05
ram_samp_1554,51.809327,-0.360631,10,0,0.694,0.047425654,9.408333346,1.262788664,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,5.8
ram_samp_1555,51.809327,-0.360631,10,0,0.694,0.048738754,9.408333346,1.261941865,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,6.24
ram_samp_1556,51.809327,-0.360631,10,0,0.694,0.049363827,9.408333346,1.235338529,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.27
ram_samp_1557,51.809327,-0.360631,10,0,0.694,0.047717751,9.408333346,1.267301452,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,5.94
ram_samp_1558,51.809327,-0.360631,10,0,0.694,0.049095845,9.408333346,1.223067628,15.87597504,481.1814768,7.700000038,1.139999986,0.643000007,0.867987454,7.03
ram_samp_1559,54.9857,-1.898959,30,0,0.643,0.048471229,8.512500025,1.301148753,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.22
ram_samp_1560,54.9857,-1.898959,30,0,0.643,0.047316437,8.512500025,1.259970837,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.3
ram_samp_1561,54.9857,-1.898959,30,0,0.643,0.047671252,8.512500025,1.264838122,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.36
ram_samp_1562,54.9857,-1.898959,30,0,0.643,0.04828632,8.512500025,1.257803882,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.37
ram_samp_1563,54.9857,-1.898959,30,0,0.643,0.047650927,8.512500025,1.209478973,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,5.8
ram_samp_1564,54.9857,-1.898959,30,0,0.643,0.047353483,8.512500025,1.256954981,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.27
ram_samp_1565,54.9857,-1.898959,30,0,0.643,0.049702334,8.512500025,1.230331185,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.85
ram_samp_1566,54.9857,-1.898959,30,0,0.643,0.048644215,8.512500025,1.255038286,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.17
ram_samp_1567,54.9857,-1.898959,30,0,0.643,0.04831458,8.512500025,1.219389442,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.31
ram_samp_1568,54.9857,-1.898959,30,0,0.643,0.050017492,8.512500025,1.231338712,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.1
ram_samp_1569,54.9857,-1.898959,30,0,0.643,0.048060103,8.512500025,1.247540075,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.95
ram_samp_1570,54.9857,-1.898959,30,0,0.643,0.046490276,8.512500025,1.23871183,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.82
ram_samp_1571,54.9857,-1.898959,30,0,0.643,0.047981252,8.512500025,1.231649377,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.63
ram_samp_1572,54.9857,-1.898959,30,0,0.643,0.049541486,8.512500025,1.291941781,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.31
ram_samp_1573,54.9857,-1.898959,30,0,0.643,0.051680946,8.512500025,1.240087251,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.46
ram_samp_1574,54.9857,-1.898959,30,0,0.643,0.047837676,8.512500025,1.246718449,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.45
ram_samp_1575,54.9857,-1.898959,30,0,0.643,0.050417087,8.512500025,1.287453277,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.14
ram_samp_1576,54.9857,-1.898959,30,0,0.643,0.047298552,8.512500025,1.223085751,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.62
ram_samp_1577,54.9857,-1.898959,30,0,0.643,0.048199439,8.512500025,1.258682661,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.64
ram_samp_1578,54.9857,-1.898959,30,0,0.643,0.048009825,8.512500025,1.258460553,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.78
ram_samp_1579,54.9857,-1.898959,30,0,0.643,0.047287511,8.512500025,1.27441423,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.22
ram_samp_1580,54.9857,-1.898959,30,0,0.643,0.048687391,8.512500025,1.222898052,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,6.39
ram_samp_1581,54.9857,-1.898959,30,0,0.643,0.049801607,8.512500025,1.262801189,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,5.93
ram_samp_1582,54.9857,-1.898959,30,0,0.643,0.05001511,8.512500025,1.213383591,10.19923786,423.1973813,7.358333394,1.307000041,0.663999975,0.935178101,7.26
ram_samp_1583,41.183,-104.9,10,0,0.385,0.04689081,7.508333191,1.230522034,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1584,41.183,-104.9,10,0,0.385,0.04679742,7.508333191,1.274810893,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1585,41.183,-104.9,10,0,0.385,0.046287697,7.508333191,1.24353174,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1586,41.183,-104.9,10,0,0.385,0.047655482,7.508333191,1.192015846,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1587,41.183,-104.9,10,0,0.385,0.048526967,7.508333191,1.235055304,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1588,41.183,-104.9,10,0,0.385,0.04704405,7.508333191,1.234504453,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1589,41.183,-104.9,10,0,0.385,0.049625029,7.508333191,1.24671203,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1590,41.183,-104.9,10,0,0.385,0.047301707,7.508333191,1.243708796,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1591,41.183,-104.9,10,0,0.385,0.048017423,7.508333191,1.246386972,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1592,41.183,-104.9,10,0,0.385,0.047059792,7.508333191,1.240700543,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1593,41.183,-104.9,10,0,0.385,0.048821674,7.508333191,1.241254314,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1594,41.183,-104.9,10,0,0.385,0.048708384,7.508333191,1.243684293,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1595,41.183,-104.9,10,0,0.385,0.049414287,7.508333191,1.260756096,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1596,41.183,-104.9,10,0,0.385,0.049012909,7.508333191,1.227600371,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1597,41.183,-104.9,10,0,0.385,0.047197309,7.508333191,1.256728547,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1598,41.183,-104.9,10,0,0.385,0.048202884,7.508333191,1.278872219,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1599,41.183,-104.9,10,0,0.385,0.047664571,7.508333191,1.255503968,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1600,41.183,-104.9,10,0,0.385,0.047956225,7.508333191,1.226561052,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1601,41.183,-104.9,10,0,0.385,0.047991465,7.508333191,1.232430589,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1602,41.183,-104.9,10,0,0.385,0.046842996,7.508333191,1.24632024,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1603,41.183,-104.9,10,0,0.385,0.049066725,7.508333191,1.266304366,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1604,41.183,-104.9,10,0,0.385,0.048546861,7.508333191,1.258847206,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1605,41.183,-104.9,10,0,0.385,0.046605895,7.508333191,1.204172921,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1606,41.183,-104.9,10,0,0.385,0.04824052,7.508333191,1.273059572,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1607,41.183,-104.9,10,0,0.385,0.049257086,7.508333191,1.239246679,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1608,41.183,-104.9,10,0,0.385,0.047472347,7.508333191,1.261003644,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1609,41.183,-104.9,10,0,0.385,0.050816792,7.508333191,1.258554568,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1610,41.183,-104.9,10,0,0.385,0.048187478,7.508333191,1.219710951,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1611,41.183,-104.9,10,0,0.385,0.047429671,7.508333191,1.263195734,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1612,41.183,-104.9,10,0,0.385,0.048333286,7.508333191,1.243012698,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1613,41.183,-104.9,10,0,0.385,0.050996291,7.508333191,1.259129179,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1614,41.183,-104.9,10,0,0.385,0.046940311,7.508333191,1.203236724,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1615,41.183,-104.9,10,0,0.385,0.047812612,7.508333191,1.226098835,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1616,41.183,-104.9,10,0,0.385,0.047907828,7.508333191,1.263199746,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1617,41.183,-104.9,10,0,0.385,0.046118932,7.508333191,1.242364251,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1618,41.183,-104.9,10,0,0.385,0.048652504,7.508333191,1.247438538,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1619,41.183,-104.9,10,0,0.385,0.04972572,7.508333191,1.219098927,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1620,41.183,-104.9,10,0,0.385,0.046945054,7.508333191,1.207691593,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1621,41.183,-104.9,10,0,0.385,0.046644838,7.508333191,1.168097335,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1622,41.183,-104.9,10,0,0.385,0.048912106,7.508333191,1.199299174,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1623,41.183,-104.9,10,0,0.385,0.049009511,7.508333191,1.26393269,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1624,41.183,-104.9,10,0,0.385,0.047931865,7.508333191,1.241213095,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1625,41.183,-104.9,10,0,0.385,0.050164189,7.508333191,1.23234342,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1626,41.183,-104.9,10,0,0.385,0.048235329,7.508333191,1.274682614,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1627,41.183,-104.9,10,0,0.385,0.048349125,7.508333191,1.221506347,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1628,41.183,-104.9,10,0,0.385,0.047281047,7.508333191,1.209157358,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1629,41.183,-104.9,10,0,0.385,0.048919068,7.508333191,1.219410543,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1630,41.183,-104.9,10,0,0.385,0.049090788,7.508333191,1.257621894,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1631,41.183,-104.9,10,0,0.385,0.048421882,7.508333191,1.261887812,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1632,41.183,-104.9,10,0,0.385,0.048241958,7.508333191,1.242820161,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1633,41.183,-104.9,10,0,0.385,0.050067201,7.508333191,1.22366143,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1634,41.183,-104.9,10,0,0.385,0.047963941,7.508333191,1.207989454,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1635,41.183,-104.9,10,0,0.385,0.045815641,7.508333191,1.2543258,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1636,41.183,-104.9,10,0,0.385,0.050297351,7.508333191,1.229558672,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1637,41.183,-104.9,10,0,0.385,0.048408194,7.508333191,1.254410444,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1638,41.183,-104.9,10,0,0.385,0.047246765,7.508333191,1.237083583,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1639,41.183,-104.9,10,0,0.385,0.048102418,7.508333191,1.28217377,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1640,41.183,-104.9,10,0,0.385,0.046935126,7.508333191,1.269298232,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1641,41.183,-104.9,10,0,0.385,0.047778608,7.508333191,1.224131047,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1642,41.183,-104.9,10,0,0.385,0.049450192,7.508333191,1.267128671,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1643,41.183,-104.9,10,0,0.385,0.049553529,7.508333191,1.301080467,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1644,41.183,-104.9,10,0,0.385,0.046960134,7.508333191,1.287073202,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1645,41.183,-104.9,10,0,0.385,0.048844665,7.508333191,1.214794297,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1646,41.183,-104.9,10,0,0.385,0.048598241,7.508333191,1.228256028,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1647,41.183,-104.9,10,0,0.385,0.047160641,7.508333191,1.257657849,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1648,41.183,-104.9,10,0,0.385,0.046643463,7.508333191,1.286549656,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1649,41.183,-104.9,10,0,0.385,0.049299215,7.508333191,1.223469788,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1650,41.183,-104.9,10,0,0.385,0.049354986,7.508333191,1.219370519,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1651,41.183,-104.9,10,0,0.385,0.049008948,7.508333191,1.228213686,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1652,41.183,-104.9,10,0,0.385,0.046700253,7.508333191,1.210245219,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1653,41.183,-104.9,10,0,0.385,0.049120583,7.508333191,1.261432957,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1654,41.183,-104.9,10,0,0.385,0.047941474,7.508333191,1.240438309,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1655,41.183,-104.9,10,0,0.385,0.049488185,7.508333191,1.27831535,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1656,41.183,-104.9,10,0,0.385,0.048321249,7.508333191,1.266798453,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1657,41.183,-104.9,10,0,0.385,0.046903403,7.508333191,1.249910611,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1658,41.183,-104.9,10,0,0.385,0.048662037,7.508333191,1.236212395,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1659,41.183,-104.9,10,0,0.385,0.049409195,7.508333191,1.26738204,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1660,41.183,-104.9,10,0,0.385,0.048699688,7.508333191,1.206748982,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1661,41.183,-104.9,10,0,0.385,0.047110842,7.508333191,1.234378817,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1662,41.183,-104.9,10,0,0.385,0.0476364,7.508333191,1.213356102,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1663,41.183,-104.9,10,0,0.385,0.046677666,7.508333191,1.201315379,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1664,41.183,-104.9,10,0,0.385,0.046905785,7.508333191,1.28451501,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1665,41.183,-104.9,10,0,0.385,0.04925866,7.508333191,1.224045484,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1666,41.183,-104.9,10,0,0.385,0.048941509,7.508333191,1.251806105,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1667,41.183,-104.9,10,0,0.385,0.046473804,7.508333191,1.250730851,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1668,41.183,-104.9,10,0,0.385,0.047973857,7.508333191,1.244159217,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1669,41.183,-104.9,10,0,0.385,0.046893114,7.508333191,1.27607244,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1670,41.183,-104.9,10,0,0.385,0.048892284,7.508333191,1.242065153,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1671,41.183,-104.9,10,0,0.385,0.048072356,7.508333191,1.225559364,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1672,41.183,-104.9,10,0,0.385,0.04836218,7.508333191,1.256293074,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1673,41.183,-104.9,10,0,0.385,0.048467668,7.508333191,1.28762794,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1674,41.183,-104.9,10,0,0.385,0.047916804,7.508333191,1.256023164,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1675,41.183,-104.9,10,0,0.385,0.048552811,7.508333191,1.245254338,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1676,41.183,-104.9,10,0,0.385,0.048406143,7.508333191,1.259980955,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1677,41.183,-104.9,10,0,0.385,0.04771879,7.508333191,1.214550357,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1678,41.183,-104.9,10,0,0.385,0.048050006,7.508333191,1.175568925,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
ram_samp_1679,41.183,-104.9,10,0,0.385,0.048343791,7.508333191,1.189003114,55.68247672,844.7318828,15.63333316,0.303000003,0.273000002,0.8462376,7
