"","other","bacillus","bradyrhizobium","chthoniobacter","devosia","mycobacterium","opitutus","phenylobacterium","pseudomonas","rhodoplanes","sphingomonas"
"NA.650",0.966695744571886,0.000238567736188773,9.16677653815082e-05,6.84730331486686e-05,0.00019990984913426,9.16677653814482e-05,0.000130325652435881,0.000168983539490614,9.93993427924148e-05,0.032162250865833,5.30098783269355e-05
"NA.651",0.93093077143896,0.000507526561226956,8.79151830697321e-05,4.27262654220861e-05,0.000133104100717538,8.79151830697921e-05,0.000836760104088128,0.000126648541053603,0.0389374732407408,0.0282212441985816,8.79151830697721e-05
"NA.652",0.999701848539058,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05
"NA.653",0.963431259321416,0.00030992094921698,0.000129408320537962,3.60397194969406e-05,0.000110734600329658,3.60397194969406e-05,0.00127472982663993,0.000235226068384433,0.00215861924982327,0.0322482070785641,2.98151460942159e-05
"NA.654",0.958282678834919,0.000188446408828049,0.000111865799232414,5.71653638069553e-05,0.0002048565394556,0.000111865799232394,0.00153407712029418,0.000215796626540738,3.52851896367598e-05,0.039217207084875,4.07552331793036e-05
"NA.655",0.966074835537881,0.000103937878646557,0.000122468561784592,4.83458292323111e-05,0.000171883716819419,9.15840898877999e-05,0.00121577886693083,0.000147176139301986,5.45227236116695e-05,0.0319211208266711,4.83458292322711e-05
"NA.656",0.968447917543967,0.00195271136200858,0.000146562416346177,0.000771503686517705,0.000270177173083492,0.000256442200112535,0.00215873595657003,0.000194634821743952,5.04176055504767e-05,0.0256592747096369,9.16225244628483e-05
"NA.657",0.974598050941004,0.00123220180246323,0.000157051829307907,0.000723255069608541,0.000309735849164389,0.000252479341718161,0.00235188461474212,0.000297012180842494,4.89006485762986e-05,0.0199741652398356,5.52624827369661e-05
"NA.658",0.963172331472324,0.00151686813275796,0.000144668832056215,0.000857970671187659,0.000489229889941713,0.000259522518018065,0.00264727019985702,0.000253477587178132,8.42195236551245e-05,0.0304660419260086,0.000108399247015613
"NA.659",0.963497791373049,0.00184596088968176,0.000162935776514073,0.000771487229862219,0.000376879646831773,0.000262776249329595,0.00215023661635558,0.000177198701202007,8.21125366163497e-05,0.030557228286336,0.000115392694221284
"NA.660",0.96233748980033,0.00241117173285912,0.000117204378636231,0.000772623622700841,0.000472223135837585,0.000308368324821788,0.00231832067328733,0.000204593611178265,6.25861082974714e-05,0.0308836760604494,0.000111742551602415
"NA.661",0.96715389411381,0.00445265125117934,0.000138217991806893,0.00105964218036569,0.000284561833519036,0.00012195756495002,0.00169379882778442,0.000127377707235797,6.23359998080631e-05,0.0248107056760185,9.48568535219503e-05
