"","other","Mortierellomycetes","Tremellomycetes","Umbelopsidomycetes","Agaricomycetes","Sordariomycetes","Eurotiomycetes","Leotiomycetes","Pezizomycetes","Dothideomycetes"
"SRR1502559",0.0811881188118812,0.22970297029703,0.0257425742574257,0.0108910891089109,0.402970297029703,0.00693069306930693,0.0792079207920792,0.13960396039604,0.0148514851485149,0.00891089108910891
"SRR1502560",0.0772277227722772,0.393069306930693,0.0663366336633663,0.0287128712871287,0.204950495049505,0.0217821782178218,0.0633663366336634,0.098019801980198,0.0455445544554455,0.00099009900990099
"SRR1502561",0.115841584158416,0.169306930693069,0.22970297029703,0.00198019801980198,0.353465346534653,0.0346534653465347,0.0267326732673267,0.0396039603960396,0.0128712871287129,0.0158415841584158
"SRR1502562",0.0623762376237624,0.0188118811881188,0.0841584158415842,0.0138613861386139,0.402970297029703,0.0712871287128713,0.188118811881188,0.0356435643564356,0.0881188118811881,0.0346534653465347
"SRR1502563",0.0366336633663366,0.0237623762376238,0.0702970297029703,0.0138613861386139,0.48019801980198,0.108910891089109,0.100990099009901,0.0455445544554455,0.0653465346534653,0.0544554455445545
"SRR1502564",0.0267326732673267,0.0554455445544554,0.0099009900990099,0.136633663366337,0.559405940594059,0.0138613861386139,0.112871287128713,0.0198019801980198,0.0514851485148515,0.0138613861386139
"SRR1502565",0.00891089108910891,0.0158415841584158,0.0178217821782178,0.00099009900990099,0.769306930693069,0.00693069306930693,0.0198019801980198,0.00396039603960396,0.134653465346535,0.0217821782178218
"SRR1502566",0.0297029702970297,0.0603960396039604,0.0801980198019802,0.0108910891089109,0.699009900990099,0.0188118811881188,0.0297029702970297,0.0306930693069307,0.0356435643564356,0.00495049504950495
"SRR1502567",0.00792079207920792,0.00099009900990099,0.00396039603960396,0.0495049504950495,0.805940594059406,0.0396039603960396,0.0118811881188119,0.00297029702970297,0.0435643564356436,0.0336633663366337
"SRR1502568",0.0178217821782178,0.0425742574257426,0.0198019801980198,0.00099009900990099,0.673267326732673,0.0554455445544554,0.0455445544554455,0.0099009900990099,0.0831683168316832,0.0514851485148515
"SRR1502569",0.0336633663366337,0.0722772277227723,0.0594059405940594,0.00099009900990099,0.573267326732673,0.0297029702970297,0.0217821782178218,0.00495049504950495,0.187128712871287,0.0168316831683168
"SRR1502570",0.102970297029703,0.0782178217821782,0.0643564356435644,0.0178217821782178,0.600990099009901,0.0237623762376238,0.0544554455445545,0.0158415841584158,0.0287128712871287,0.0128712871287129
"SRR1502571",0.0811881188118812,0.0861386138613861,0.0574257425742574,0.0198019801980198,0.342574257425743,0.0851485148514852,0.0544554455445545,0.216831683168317,0.0267326732673267,0.0297029702970297
"SRR1502572",0.0495049504950495,0.0831683168316832,0.0514851485148515,0.0445544554455446,0.359405940594059,0.0574257425742574,0.101980198019802,0.196039603960396,0.0188118811881188,0.0376237623762376
"SRR1502573",0.31980198019802,0.594059405940594,0.0287128712871287,0.0138613861386139,0.0237623762376238,0.00099009900990099,0.00198019801980198,0.0148514851485149,0.00099009900990099,0.00099009900990099
