"","mean.other","mean.Mortierellales","mean.Filobasidiales","mean.Tremellales","mean.Umbelopsidales","mean.Russulales","mean.Hypocreales","mean.Eurotiales","mean.Chaetothyriales","mean.Cantharellales","mean.Sordariales","mean.Atheliales","mean.Agaricales","mean.Sebacinales","mean.Helotiales","mean.Thelephorales","mean.Pezizales","mean.Boletales","mean.Pleosporales","mean.Mytilinidales"
"STER_029-M-33-2-20140724",0.140214703263727,0.0756577743330215,0.0386156683328752,0.02740211229057,0.018712890646037,0.00926471366491682,0.112268916982303,0.0232851544206923,0.0247286194240315,0.0205929281732888,0.0682937771440787,0.00960731003095568,0.15205376964557,0.0379062252228918,0.0407021326803766,0.0355978512083169,0.0546956923021055,0.0159767830675016,0.078598074574314,0.015824902592426
"STER_031-M-2-0-20140723",0.145432039727891,0.0815958699653162,0.0432393598569338,0.0295003048783668,0.021662168840983,0.00983193841852392,0.115380378272604,0.0244610335938329,0.0257428814851165,0.0202440551132959,0.0694868464805179,0.0102658771461319,0.132083391877265,0.0338136895799314,0.0446806201255974,0.031459170251377,0.0508100212452976,0.0162604619001612,0.0777176376903266,0.0163322535505294
"STER_033-M-23-30-20140723",0.133058947588405,0.067717093330007,0.0319086654581545,0.0242366529120474,0.0174283269942663,0.00819794293605339,0.104565416171642,0.0223810386611873,0.0244326348379107,0.022632795840296,0.0630784747802049,0.00941999877736159,0.183797527508202,0.0410812980422928,0.0386051015565175,0.0403641827062879,0.0590238749565242,0.0159401988043057,0.0768140320095568,0.0153157961287767
"STER_033-M-30-38-20140723",0.127799455823237,0.0630887821572185,0.0286510125759002,0.0226450198555072,0.0158572017092398,0.00768636296263301,0.100429208025739,0.0214634243242818,0.023570881728907,0.0230690103240353,0.0610869758592259,0.00897835482363037,0.204197010530741,0.0435534748997925,0.0357952050186326,0.0437150237839853,0.0618506186565321,0.015673670934304,0.0760057061899102,0.0148835998165482
"STER_033-M-33-4-20140723",0.113873126746201,0.0520255867459425,0.0212456336389555,0.0183943276885798,0.0131045187140664,0.00631818847312355,0.0893764826551019,0.0193746890352412,0.0219432071493625,0.0247132844676799,0.0539005142826302,0.00818591768526843,0.258528383937643,0.0486398855094951,0.0309684894853344,0.0512830571071702,0.0672907421538684,0.0149461920041692,0.0722243621458946,0.0136634103742726
"STER_034-M-19-30-20140723",0.104453004466821,0.0452387111388474,0.0173504976358949,0.0160442187450309,0.0116291156529273,0.0054701971060202,0.0813505115530092,0.0179877236272024,0.0207999939157452,0.0257761288543673,0.0489722593068697,0.00768213921725771,0.296478546404516,0.0512301661736258,0.0281324548777445,0.0557848871353309,0.0699672312321415,0.0144369469564224,0.0683440499595194,0.0128712160407065
"STER_034-M-23-8-20140723",0.109587890043088,0.0485910097805968,0.0190881759364348,0.017149361971906,0.0132506219880228,0.00574758196912316,0.0842245460588991,0.0190437579590596,0.0220145683211069,0.0263056954360538,0.050313603158191,0.00827238501408592,0.27869249126313,0.0485386799677193,0.0308945645945269,0.052558430509873,0.0682623626067223,0.0148989116589507,0.0691081893404876,0.0134571724220225
"STER_035-M-18-37-20140723",0.104546484310016,0.045741954579133,0.0180906986131982,0.0163509740588486,0.0101684909887962,0.00578141896392926,0.0843674869480569,0.0173911409142937,0.0197869744198589,0.0235236270667199,0.0517998078186932,0.00704204098160232,0.289267594811787,0.0542485830941452,0.0259231903817281,0.0575642509316708,0.0707992739156906,0.0139526524462654,0.0711437047499377,0.0125096500056293
"STER_035-M-2-27-20140723",0.10895835038893,0.0496395310908466,0.0210920970525153,0.0181246814660706,0.00941634377093045,0.00664764185821527,0.0917282346859051,0.0174412532638126,0.0190739636244735,0.0207210076581528,0.0579194094749475,0.00659469469043496,0.262207778628242,0.0555352116479048,0.0247135336121836,0.0567367508850928,0.0705961602391631,0.0138163397465535,0.0763870646320789,0.0126499515835469
"STER_035-M-33-17-20140723",0.110547452613504,0.051427242864882,0.0226810405172488,0.0189691038514263,0.00877269325649038,0.00714596151899328,0.0962901570528081,0.0173000221404244,0.0185952338844927,0.0192095907912655,0.0614947205129858,0.00627269847972195,0.248520477241621,0.0566987663707192,0.0236872664097178,0.0567316186140142,0.0702800566015797,0.013599585362112,0.079230339071475,0.0125459728445185
"TALL_001-M-14-7-20140804",0.126506836163635,0.146000521191527,0.0182191725705506,0.0265326645063243,0.0662308974985807,0.0177159427803658,0.100850401330223,0.0380214940850649,0.0664151118598554,0.0444363937201967,0.0249969975587268,0.0201223671090661,0.0988310122243009,0.0195622833778831,0.062062821729348,0.0318552684169124,0.0261925270859503,0.0208573237524305,0.0257850970037604,0.0188048660352984
"TALL_001-M-15-1-20140804",0.126221146709343,0.14550218134557,0.0181529712183514,0.0263273550152026,0.0664067077587684,0.0176825489086033,0.100813310882157,0.0381752293845702,0.0665436058405403,0.0445853477123824,0.024932013407013,0.0201182683890162,0.0990322298270713,0.0194999048617747,0.0624147999182145,0.0319799776870685,0.0261797648822668,0.0208795121887777,0.0257707518620938,0.0187823722012151
"TALL_001-M-22-32-20140708",0.125823019493014,0.141290671589649,0.0174382689607369,0.0263082006548867,0.0707892894451661,0.0163265384377095,0.0948442829735102,0.03911542470691,0.0708347585394348,0.0478679236145992,0.0229303150049012,0.0227111842393935,0.0974419091807091,0.0190172466656158,0.0670787700911474,0.0307957272872534,0.0248578412653234,0.0211004612280048,0.0239025810703902,0.0195255855516446
